caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-03,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,81,WODouglas,1,2,1,2,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-04,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,80,FFrankfurter,1,1,1,2,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-05,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,79,SFReed,1,1,1,2,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-06,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,78,HLBlack,2,3,2,1,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-07,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,85,WBRutledge,4,2,1,2,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-08,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,82,FMurphy,2,2,2,1,,
1946-002,1946-002-05,1946-002-05-01,1946-002-05-01-01-09,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,13,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,87,FMVinson,1,1,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-01,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,86,HHBurton,1,1,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-02,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,84,RHJackson,2,3,2,1,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-03,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,81,WODouglas,1,2,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-04,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,80,FFrankfurter,1,1,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-05,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,79,SFReed,1,1,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-06,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,78,HLBlack,2,3,2,1,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-07,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,85,WBRutledge,4,2,1,2,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-08,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,82,FMurphy,2,2,2,1,,
1946-002,1946-002-06,1946-002-06-01,1946-002-06-01-01-09,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,16,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,87,FMVinson,1,1,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-01,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,86,HHBurton,1,1,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-02,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,84,RHJackson,2,3,2,1,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-03,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,81,WODouglas,1,2,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-04,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,80,FFrankfurter,1,1,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-05,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,79,SFReed,1,1,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-06,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,78,HLBlack,2,3,2,1,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-07,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,85,WBRutledge,4,2,1,2,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-08,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,82,FMurphy,2,2,2,1,,
1946-002,1946-002-07,1946-002-07-01,1946-002-07-01-01-09,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,15,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,87,FMVinson,1,1,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-01,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,86,HHBurton,1,1,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-02,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,84,RHJackson,2,3,2,1,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-03,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,81,WODouglas,1,2,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-04,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,80,FFrankfurter,1,1,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-05,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,79,SFReed,1,1,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-06,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,78,HLBlack,2,3,2,1,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-07,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,85,WBRutledge,4,2,1,2,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-08,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,82,FMurphy,2,2,2,1,,
1946-002,1946-002-08,1946-002-08-01,1946-002-08-01-01-09,11/18/1946,1,329 U.S. 14,67 S. Ct. 13,91 L. Ed. 12,1946 U.S. LEXIS 1725,1946,1301,Vinson,18,CLEVELAND v. UNITED STATES,10/10/45,10/17/1946,100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. � 398,81,87,1,6,3,87,FMVinson,1,1,1,2,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-01,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,86,HHBurton,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-02,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,84,RHJackson,1,2,2,2,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-03,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,81,WODouglas,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-04,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,80,FFrankfurter,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-05,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,79,SFReed,2,2,1,1,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-06,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,78,HLBlack,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-07,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,85,WBRutledge,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-08,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,82,FMurphy,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-01,1946-003-01-01-01-09,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,87,FMVinson,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-01,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,86,HHBurton,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-02,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,84,RHJackson,1,2,2,2,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-03,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,81,WODouglas,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-04,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,80,FFrankfurter,2,1,1,1,79,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-05,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,79,SFReed,2,2,1,1,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-06,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,78,HLBlack,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-07,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,85,WBRutledge,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-08,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,82,FMurphy,1,1,2,2,,
1946-003,1946-003-01,1946-003-01-02,1946-003-01-02-01-09,11/18/1946,1,329 U.S. 29,67 S. Ct. 1,91 L. Ed. 22,1946 U.S. LEXIS 3037,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,11/08/45,10/18/1946,209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,1,111,,84,78,1,5,4,87,FMVinson,1,1,2,2,,